A,B,C,D,E,F,G,H,J,K,L,M,N,O,P,Q,CLASS
14.13740361,53.16642635,8.879100108,0.97676294,44.0163845,37.85015547,1,1,1,1,0,0,1,0,0,0,1
14.00323367,52.85508953,8.946580571,1.023052394,44.03577138,37.91824192,1,1,1,1,0,0,1,0,0,0,1
14.07666056,52.44278967,8.75980689,1.284778112,43.92879161,37.90752012,1,1,1,1,0,0,1,0,0,0,1
14.00414484,51.8999668,8.823891437,0.93995258,44.00981303,38.08884858,1,1,1,1,0,0,1,0,0,0,1
14.02327706,51.78426569,8.998624778,1.038355703,43.94021682,37.98217584,1,1,1,1,0,0,1,0,0,0,1
14.10120973,51.44570624,8.924111251,1.082143309,43.98086199,37.99970341,1,1,1,1,0,0,1,0,0,0,1
13.96034944,51.06599639,9.031224767,1.168135738,44.18304291,38.07346228,1,1,1,1,0,0,1,0,0,0,1
13.85644219,50.66697147,8.879344659,0.949496532,44.12369835,38.11136199,1,1,1,1,0,0,1,0,0,0,1
14.04160272,50.25872781,8.962693777,1.055950024,44.08413379,38.09061462,1,1,1,1,0,0,1,0,0,0,1
13.99641695,49.88914686,8.913229805,0.946766716,44.09340738,38.00661512,1,1,1,1,0,0,1,0,0,0,1
14.05948438,49.39231233,8.895708454,0.964833341,44.12926949,38.01155309,1,1,1,1,0,0,1,0,0,0,1
13.78594491,49.28748014,8.790396667,0.846763039,43.85298957,37.97839137,1,1,1,1,0,0,1,0,0,0,1
13.82785616,48.73339787,8.817913676,0.898926969,43.96885835,38.10134627,1,1,1,1,0,0,1,0,0,0,1
13.80625269,48.48789718,8.878132527,1.066275009,43.89473889,37.99878509,1,1,1,1,0,0,1,0,0,0,1
13.85034203,48.15829248,8.864788803,1.001029359,44.07728226,37.99802727,1,1,1,1,0,0,1,0,0,0,1
13.94704347,47.99075238,8.805189088,1.102076313,43.92612962,38.081907,1,1,1,1,0,0,1,0,0,0,1
13.76028997,47.46417984,8.968937639,0.956575875,43.86351327,37.90201532,1,1,1,1,0,0,1,0,0,0,1
13.69579439,47.08751092,8.831980729,1.136102948,43.87348269,37.9622933,1,1,1,1,0,0,1,0,0,0,1
13.66359084,46.74705041,8.683039732,0.919099178,43.8049354,38.04275044,1,1,1,1,0,0,1,0,0,0,1
13.72282833,46.62326594,8.948384356,1.046510442,44.12937097,38.04478113,1,1,1,1,0,0,1,0,0,0,1
13.73510348,46.03863975,8.908246737,1.081808477,43.9222325,37.93073331,1,1,1,1,0,0,1,0,0,0,1
13.76043738,45.91739443,8.719084413,1.041748606,43.96091537,38.15553103,1,1,1,1,0,0,1,0,0,0,1
13.58133594,45.56766346,8.841149023,0.895610166,44.07079877,38.01637567,1,1,1,1,0,0,1,0,0,0,1
13.67133432,45.3876081,8.827599713,0.902101124,44.10139537,38.11045269,1,1,1,1,0,0,1,0,0,0,1
13.55016319,44.97285042,8.843770407,1.064443209,44.15942854,38.06846856,1,1,1,1,0,0,1,0,0,0,1
13.55470545,44.57682554,8.88495868,0.976548301,43.86381021,37.91929054,1,1,1,1,0,0,1,0,0,0,1
13.54060292,44.2046831,8.904603666,1.210363066,43.96248625,37.92841473,1,1,1,1,0,0,1,0,0,0,1
13.66737003,44.06835645,8.934614834,0.893585102,43.95199627,37.77901223,1,1,1,1,0,0,1,0,0,0,1
13.37541709,43.74419476,8.788203683,1.24259874,44.0347701,37.88449436,1,1,1,1,0,0,1,0,0,0,1
13.60144905,43.33037653,8.828181509,0.989884034,43.94076631,38.02434864,1,1,1,1,0,0,1,0,0,0,1
13.55272849,43.28626473,8.797198175,0.964638218,43.93058311,37.96547805,1,1,1,1,0,0,1,0,0,0,1
13.46136865,42.82844855,8.81421813,0.842007036,43.97052683,37.95538192,1,1,1,1,0,0,1,0,0,0,1
13.48718394,42.60516309,8.934326585,0.984386458,44.08346218,38.04630511,1,1,1,1,0,0,1,0,0,0,1
13.39037332,42.44112163,9.008976237,0.892339199,44.19982227,37.88655129,1,1,1,1,0,0,1,0,0,0,1
13.38562692,42.03998415,8.920138867,0.994985793,43.88400024,38.08589404,1,1,1,1,0,0,1,0,0,0,1
13.44058739,41.46691449,8.801039893,1.12274251,43.83710288,38.10106969,1,1,1,1,0,0,1,0,0,0,1
13.43878914,41.29226303,8.846931653,0.97365017,44.17254993,38.01663914,1,1,1,1,0,0,1,0,0,0,1
13.45092184,40.99740795,8.821391284,0.803486245,44.00065044,37.8438617,1,1,1,1,0,0,1,0,0,0,1
13.30460703,40.88320642,8.831343582,0.925288022,44.02071995,37.91761902,1,1,1,1,0,0,1,0,0,0,1
13.51382567,40.51919584,8.584806211,0.661080322,44.19152976,37.98943159,1,1,1,1,0,0,1,0,0,0,1
13.20771242,40.21901051,8.738742132,0.933315102,44.10913039,37.94168827,1,1,1,1,0,0,1,0,0,0,1
13.25610463,40.09940089,8.760333144,1.143480583,43.99200101,37.93000524,1,1,1,1,0,0,1,0,0,0,1
13.42342421,39.79259278,8.914846837,0.771183816,43.84005536,37.91830277,1,1,1,1,0,0,1,0,0,0,1
13.3163057,39.62781852,8.92937999,1.031316804,43.90331276,37.90429844,1,1,1,1,0,0,1,0,0,0,1
13.23194801,39.20373788,8.851851643,0.760135663,44.0310971,38.00841896,1,1,1,1,1,0,1,0,0,0,1
13.34389897,38.9281129,8.818725319,1.024792557,43.92818189,38.12497346,1,1,1,1,1,0,1,0,0,0,1
13.31530539,38.85123623,9.015690405,0.853540989,44.06293654,37.87907634,1,1,1,1,1,0,1,0,0,0,1
13.17162789,38.65410985,9.062735302,1.006485718,43.87429221,38.0126368,1,1,1,1,1,0,1,0,0,0,1
13.35172758,38.40497102,8.961047257,0.721778031,43.97201143,37.86180619,1,1,1,1,1,0,1,0,0,0,1
13.32608791,37.97588455,8.81055106,0.848029077,44.05075737,37.89474398,1,1,1,1,1,0,1,0,0,0,1
13.14686265,38.00496356,8.910012927,1.005308819,43.94204106,37.94031791,1,1,1,1,1,0,1,0,0,0,1
13.16420282,37.80982102,8.789369823,0.812426093,43.78397787,37.88137401,1,1,1,1,1,0,1,0,0,0,1
13.1987017,37.57117849,8.831695567,1.002407174,44.06268183,37.82334668,1,1,1,1,1,0,1,0,0,0,1
13.16624489,37.42353628,8.811237753,0.920855263,44.11974971,37.99771623,1,1,1,1,1,0,1,0,0,0,1
13.04544271,37.2503567,8.851799163,0.854574174,44.21362586,37.83288656,1,1,1,1,1,0,1,0,0,0,1
12.99052165,37.06149467,8.951313178,0.695550319,44.08168736,38.1450579,1,1,1,1,1,0,1,0,0,0,1
12.99624304,36.9609963,8.859675232,0.917670742,44.00826695,38.1007221,1,1,1,1,1,0,1,0,0,0,1
13.06275405,36.85200626,8.640136651,0.738386433,44.11965072,38.03168858,1,1,1,1,1,0,1,0,0,0,1
13.01050388,36.78519394,9.006568175,0.914910917,44.06969152,38.00701348,1,1,1,1,1,0,1,0,0,0,1
13.17091408,36.59561782,8.945418715,0.851087512,43.6705074,37.86715192,1,1,1,1,1,0,1,0,0,0,1
13.05609877,36.3263661,8.874504857,0.848201989,43.84302599,38.09378224,1,1,1,1,1,0,1,0,0,0,1
12.82172526,36.55906615,9.093578904,0.907852072,44.05772798,38.02358122,1,1,1,1,1,0,1,0,0,0,1
12.95345983,36.23771104,8.674860906,0.878707583,43.95582772,37.98810244,1,1,1,1,1,0,1,0,0,0,1
12.90430355,36.20623118,8.807683448,0.76330296,44.04177994,37.97620533,1,1,1,1,1,0,1,0,0,0,1
12.99775678,35.92201741,8.710963276,0.801711491,44.04861272,37.92634018,1,1,1,1,1,0,1,0,0,0,1
12.83063162,36.09830527,8.63391514,0.966296325,43.79557729,38.05082545,1,1,1,1,1,0,1,0,0,0,1
13.0702133,36.04432126,8.901183001,0.795263689,44.07393112,37.94328475,1,1,1,1,1,0,1,0,0,0,1
12.83086429,35.76382152,8.904431746,0.876508939,44.02191651,38.02705334,1,1,1,1,1,0,1,0,0,0,1
12.87202265,35.57041,8.909213419,0.902504251,44.07141722,38.00492961,1,1,1,1,1,0,1,0,0,0,1
12.8728386,35.65332966,8.968069546,0.792265348,44.07555258,37.98699522,1,1,1,1,1,0,1,0,0,0,1
12.85977601,35.25644489,8.826229582,0.993484173,44.21214382,37.94808645,1,1,1,1,1,0,1,0,0,0,1
12.7777934,35.44293904,8.780402814,0.798124079,44.08307386,38.02051104,1,1,1,1,1,0,1,0,0,0,1
12.65708854,35.30576195,8.828828791,0.968297706,44.15793227,38.11333878,1,1,1,1,1,0,1,0,0,0,1
12.91628838,35.07084179,8.931368604,0.981293111,43.93264668,38.13519851,1,1,1,1,1,0,1,0,0,0,1
12.81631569,35.15419889,8.862643886,0.716279311,44.09793152,38.10300191,1,1,1,1,1,0,1,0,0,0,1
12.96738377,34.96560632,8.82769568,1.019663501,44.05661128,38.00455808,1,1,1,1,1,0,1,0,0,0,1
12.72099541,35.07454575,8.968746106,0.73255928,43.89488118,38.01438624,1,1,1,1,1,0,1,0,0,0,1
12.79655572,34.93538616,8.725376714,0.953378572,44.05185733,38.00189619,1,1,1,1,1,0,1,0,0,0,1
12.71732195,34.85476894,8.937415127,0.809345898,43.81404693,37.98762222,1,1,1,1,1,0,1,0,0,0,1
12.60546991,34.70185401,8.926895372,0.792921933,43.98649273,38.01735642,1,1,1,1,1,0,1,0,0,0,1
12.77732555,34.55459139,8.739558485,1.078030304,44.01192557,38.11376062,1,1,1,1,1,0,1,0,0,0,1
12.64049372,34.61131945,8.865342552,0.863121088,44.15870563,38.08887861,1,1,1,1,1,0,1,0,0,0,1
12.56763483,34.50680172,8.982030334,0.846255025,44.05923276,38.04023527,1,1,1,1,1,0,1,0,0,0,1
12.89401602,34.22587997,8.848238936,0.797414403,44.05505945,38.23457359,1,1,1,1,1,0,1,0,0,0,1
12.74065576,34.45454737,8.902552053,0.867487231,43.93051641,38.13760452,1,1,1,1,1,0,1,0,0,0,1
12.53991285,34.24517456,8.789142833,0.724628393,43.86584659,38.12981913,1,1,1,1,1,0,1,0,0,0,1
12.68963242,34.04442089,8.894976998,0.855452604,44.05831963,38.20622855,1,1,1,1,1,0,1,0,0,0,1
12.75186184,34.02267152,8.982112812,0.848375247,43.88111257,38.23529776,1,1,1,1,1,0,1,0,0,0,1
12.67011037,34.11509518,8.963433466,0.801753524,44.21222932,38.10019183,1,1,1,1,1,0,1,0,0,0,1
12.70970443,34.07317071,8.847973629,0.667973672,43.86329054,37.93702113,1,1,1,1,1,0,1,0,0,0,1
12.68211218,33.74768099,8.899350896,0.792730119,44.14835206,38.09016464,1,1,1,1,1,0,1,0,0,0,1
12.67299061,33.82797977,8.797024386,0.62508044,44.02972737,38.01760704,1,1,1,1,1,0,1,0,0,0,1
12.51127339,33.9033733,8.770494396,0.624734347,43.9384744,38.03928958,1,1,1,1,1,0,1,0,0,0,1
12.54374823,33.84417547,8.933538025,0.787144464,43.97745153,38.06806009,1,1,1,1,1,0,1,0,0,0,1
12.63753315,33.63099225,8.878224813,0.750897347,44.1239076,38.06829509,1,1,1,1,1,0,1,0,0,0,1
12.39800055,33.66854709,8.651807396,0.825543922,44.18643134,38.0699534,1,1,1,1,1,0,1,0,0,0,1
12.4555939,33.55778494,9.040950889,0.782279399,44.13168761,38.0264283,1,1,1,1,1,0,1,0,0,0,1
12.69939941,33.37724519,8.91573838,0.709324842,44.19574157,38.03817479,1,1,1,1,1,0,1,0,0,0,1
12.43105918,33.33414514,8.860287225,0.693783758,44.06351008,38.15614623,1,1,1,1,1,0,1,0,0,0,1
12.53940125,33.36291306,8.963658353,0.763019097,43.98282445,37.96776583,1,1,1,1,1,0,1,0,0,0,1
12.42396402,33.30561454,8.759553705,0.637341475,44.11337629,37.88553419,1,1,1,1,1,0,1,0,0,0,1
12.47549078,33.12981688,9.060759777,0.74204779,44.02324676,38.06839011,1,1,1,1,1,0,1,0,0,0,1
12.4583505,33.0636384,8.844389621,0.788624912,44.13069199,37.99038665,1,1,1,1,1,0,1,0,0,0,1
12.41247922,33.23030159,8.955651687,0.81612004,43.9149817,37.9655801,1,1,1,1,1,0,1,0,0,0,1
12.35105563,33.26732883,8.70135184,0.765237516,43.90617708,37.95594287,1,1,1,1,1,0,1,0,0,0,1
12.32777523,33.13598545,8.908199949,0.712144365,44.12864175,38.09073115,1,1,1,1,1,0,1,0,0,0,1
12.18872537,33.04180614,8.874932597,0.74505766,44.03248092,38.00727844,1,1,1,1,1,0,1,0,0,0,1
12.52322505,32.96933286,8.840008842,0.770074074,44.04231744,38.00498717,1,1,1,1,1,0,1,0,0,0,1
12.19466446,33.06932411,8.857819405,0.769779502,44.05492279,37.99577506,1,1,1,1,1,0,1,0,0,0,1
12.16089114,32.76347415,8.856422523,0.663430847,44.16953046,37.98915042,1,1,1,1,1,0,1,0,0,0,1
12.17514002,32.68968584,8.858217167,0.658354995,43.96461057,37.88409407,1,1,1,1,1,0,1,0,0,0,1
12.40058757,32.47756064,8.805606735,0.769291308,43.82168664,37.91284941,1,1,1,1,1,0,1,0,0,0,1
12.55797289,32.68432858,8.790147463,0.577305737,44.24246175,37.84613606,1,1,1,1,1,0,1,0,0,0,1
12.31947726,32.63391091,8.967545308,0.805464613,44.03095479,37.96086407,1,1,1,1,1,0,1,0,0,0,1
12.34304515,32.5290665,8.835761379,0.841279025,44.10711294,37.91786294,1,1,1,1,1,0,1,0,0,0,1
12.17344954,32.52913794,8.812107948,0.790158947,44.00449711,38.00984705,1,1,1,1,1,0,1,0,0,0,1
12.53491199,32.50670151,8.838908614,0.678364008,43.82241966,38.17004497,1,1,1,1,1,0,1,0,0,0,1
12.58293238,32.36309489,8.88293049,0.77985607,43.8833171,37.92742651,1,1,1,1,1,0,1,0,0,0,1
12.20963936,32.19201787,9.099544796,0.754405302,43.98322909,38.02366991,1,1,1,1,1,0,1,0,0,0,1
12.12926835,32.16860757,8.90263022,0.885128776,43.98630745,38.07061057,1,1,1,1,1,0,1,0,0,0,1
12.36377773,32.05477313,8.878312282,0.701406187,44.1416327,37.93792571,1,1,1,1,1,0,1,0,0,0,1
12.18467416,32.07479932,8.784611546,0.862131541,43.99953326,37.92375625,1,1,1,1,1,0,1,0,0,0,1
12.30134841,32.04600854,8.922019906,0.850755851,44.06286115,38.13055786,1,1,1,1,1,0,1,0,0,0,1
12.30219083,32.1442692,8.718806379,0.815544827,43.97217771,38.19628856,1,1,1,1,1,0,1,0,0,0,1
12.01557121,32.14255807,8.747207329,0.725257954,43.85436249,38.16850974,1,1,1,1,1,0,1,0,0,0,1
12.20577728,32.07976602,8.780835758,0.918206282,44.02265269,37.76896562,1,1,1,1,1,0,1,0,0,0,1
12.28169615,31.93416054,8.913302189,0.656336794,44.03215205,38.06254853,1,1,1,1,1,0,1,0,0,0,1
12.20460696,31.81159989,8.697468345,0.768150964,43.98565294,37.99942916,1,1,1,1,1,0,1,0,0,0,1
12.13418369,31.74591992,8.765462123,0.769637346,43.95920618,38.09935349,1,1,1,1,1,0,1,0,0,0,1
12.07223792,31.81605465,8.923390694,0.615759183,43.97833228,38.09779024,1,1,1,1,1,0,1,0,0,0,1
12.03987449,31.82427896,8.898976765,0.789217097,44.188469,38.05086763,1,1,1,1,1,0,1,0,0,0,1
12.12970143,31.70234477,8.822380299,0.629998558,44.06850807,38.07809638,1,1,1,1,1,0,1,0,0,0,1
12.06156209,31.72807462,8.781679655,0.569154886,44.06565209,38.06045888,1,1,1,1,1,0,1,0,0,0,1
11.88085145,31.67124291,8.765294028,0.702745644,43.90070539,38.03898505,1,1,1,1,1,0,1,0,0,0,1
11.92193907,31.62373253,9.117272721,0.669356678,43.97845711,38.10143698,1,1,1,1,1,0,1,0,0,0,1
12.14375618,31.6341871,8.951454765,0.737756677,44.06187438,38.15636021,1,1,1,1,1,0,1,0,0,0,1
12.18513194,31.36880901,8.79334424,0.654233113,43.96716764,37.88561482,1,1,1,1,1,0,1,0,0,0,1
11.85235861,31.46225871,8.802484273,0.71459592,44.14761441,37.98134721,1,1,1,1,1,0,1,0,0,0,1
11.9286587,31.36231722,8.973211089,0.654400392,43.94480873,37.83662687,1,1,1,1,1,0,1,0,0,0,1
11.85798263,31.42324553,8.898085226,0.782692963,44.09966562,38.16741986,1,1,1,1,1,0,1,0,0,0,1
11.97781549,31.22501986,8.851305944,0.77255066,43.96411444,37.9012664,1,1,1,1,1,0,1,0,0,0,1
11.95078684,31.04796239,9.059796531,0.534178766,44.02612886,37.85366002,1,1,1,1,1,0,1,0,0,0,1
11.93712301,31.44972383,8.885393681,0.696410309,44.04231274,38.03742746,1,1,1,1,1,0,1,0,0,0,1
12.0926516,31.04849415,8.954613847,0.74928804,43.7960965,38.04306635,1,1,1,1,1,0,1,0,0,0,1
11.83037361,31.11058941,8.916738292,0.724318791,44.10250785,37.86826789,1,1,1,1,1,0,1,0,0,0,1
11.91190306,31.20835302,8.925135844,0.803356611,43.90373506,38.12965112,1,1,1,1,1,0,1,0,0,0,1
11.97021042,31.14996487,8.857480987,0.629037209,44.10206407,37.86450358,1,1,1,1,1,0,1,0,0,0,1
11.84737741,31.23523897,9.151031314,0.658936271,44.02042559,38.11835603,1,1,1,1,1,0,1,0,0,0,1
11.94142686,31.04489846,8.84000691,0.666207992,43.92496155,37.8968983,1,1,1,1,1,0,1,0,0,0,1
11.83807732,30.96853727,9.097666576,0.820487992,44.01537285,38.16291549,1,1,1,1,1,0,1,0,0,0,1
11.84076391,30.83550245,8.848746274,0.546552888,43.91908615,37.90227816,1,1,1,1,1,0,1,0,0,0,1
11.76431983,31.02766307,8.739375235,0.778144168,44.0073878,38.0440192,1,1,1,1,1,0,1,0,0,0,1
11.78690568,30.69988959,8.901508511,0.683794018,44.02961726,38.04099048,1,1,1,1,1,0,1,0,0,0,1
11.72112535,30.62880153,8.737505483,0.68127615,44.04858612,38.21786962,1,1,1,1,1,0,1,0,0,0,1
11.80524058,30.96199461,8.828802818,0.697310992,44.03453005,37.98455766,1,1,1,1,1,0,1,0,0,0,1
11.98048351,30.64134357,9.005159287,0.706389157,43.92013156,37.93711039,1,1,1,1,1,0,1,0,0,0,1
11.77789361,30.76861836,8.898434376,0.769970471,44.21968055,38.08968454,1,1,1,1,1,0,1,0,0,0,1
11.73311558,30.44917039,8.857680865,0.837742186,43.99708102,38.01710258,1,1,1,1,1,0,1,0,0,0,1
11.74364691,30.70638915,9.012125302,0.816515188,44.04804381,38.07249059,1,1,1,1,1,0,1,0,0,0,1
11.78641837,30.5013237,9.007429631,0.662443335,44.09042515,37.89043007,1,1,1,1,1,0,1,0,0,0,1
11.94982718,30.50462742,8.844306355,0.5900356,44.08550177,38.04896413,1,1,1,1,1,0,1,0,0,0,1
11.65597702,30.5171063,8.954432871,0.614754235,44.00767751,38.03469089,1,1,1,1,1,0,1,0,0,0,1
11.73793991,30.49671107,8.905069135,0.545419807,44.08523978,37.83960351,1,1,1,1,1,0,1,0,0,0,1
11.76082381,30.52254928,9.04514089,0.576821336,44.02845884,37.9157845,1,1,1,1,1,0,1,0,0,0,1
11.76369962,30.30951825,8.751115969,0.700692346,44.08502843,38.11505387,1,1,1,1,1,0,1,0,0,0,1
11.64128791,30.25594545,8.7855638,0.589444668,43.93905038,38.16111337,1,1,1,1,1,0,1,0,0,0,1
11.64210545,30.29706324,8.713693537,0.83811861,43.94118971,38.02465135,1,1,1,1,1,0,1,0,0,0,1
11.75755391,30.54473993,8.842115838,0.817920798,43.93593635,37.81873552,1,1,1,1,1,0,1,0,0,0,1
11.7106321,30.21690624,9.026032187,0.553053581,44.04400388,37.98548579,1,1,1,1,1,0,1,0,0,0,1
11.5934896,30.26591816,8.62413648,0.642352798,44.097872,37.93687549,1,1,1,1,1,0,1,0,0,0,1
11.72838701,30.16091689,8.836920446,0.654808276,44.00202851,38.05255505,1,1,1,1,1,0,1,0,0,0,1
11.73067082,30.14793328,8.808890219,0.582978533,44.09213182,37.96283683,1,1,1,1,1,0,1,0,0,0,1
11.46813733,30.26334511,8.862837906,0.597588085,44.02465803,37.80175187,1,1,1,1,1,0,1,0,0,0,1
11.62212756,30.22509197,8.738290491,0.648910473,43.86615609,37.89867419,1,1,1,1,1,0,1,0,0,0,1
11.48170856,30.04211555,8.725777066,0.659193702,44.08660423,37.80944219,1,1,1,1,1,0,1,0,0,0,1
11.53951698,29.9044948,9.050941972,0.804312149,44.02917742,38.18072855,1,1,1,1,1,0,1,0,0,0,1
11.69498893,29.97100757,8.79417816,0.745558175,44.10780145,38.11186107,1,1,1,1,1,0,1,0,0,0,1
11.42994262,29.7563328,8.735751823,0.42791911,43.92335668,38.06767372,1,1,1,1,1,0,1,0,0,0,1
11.46230898,29.80539698,9.002669591,0.570979973,44.04436486,38.03214042,1,1,1,1,1,0,1,0,0,0,1
11.50771784,29.85875157,8.933575253,0.652793956,43.9073556,38.04441998,1,1,1,1,1,0,1,0,0,0,1
11.59661374,29.6574585,8.700239697,0.590462626,44.00887501,37.96370209,1,1,1,1,1,0,1,0,0,0,1
11.53962519,29.77470368,8.982511686,0.588549948,43.97345091,37.88111616,1,1,1,1,1,0,1,0,0,0,1
11.59384965,29.66050387,8.737529592,0.684865419,43.97623814,38.00235053,1,1,1,1,1,0,1,0,0,0,1
11.50062463,29.67881006,8.987088966,0.54752417,43.85587793,37.93376945,1,1,1,1,1,0,1,0,0,0,1
11.65568313,29.72329296,8.956787269,0.619021919,43.87998478,37.72298562,1,1,1,1,1,0,1,0,0,0,1
11.5116188,29.78544846,8.906345804,0.635895221,43.91460957,37.92131543,1,1,1,1,1,0,1,0,0,0,1
11.35131737,29.75106391,8.735325321,0.538479641,44.02561297,38.11600171,1,1,1,1,1,0,1,0,0,0,1
11.46522249,29.78040722,8.750225953,0.746619496,44.21872041,37.7962902,1,1,1,1,1,0,1,0,0,0,1
11.55282528,29.71656197,9.151612264,0.731886065,43.85585418,38.11970109,1,1,1,1,1,0,1,0,0,0,1
11.40809359,29.52733339,9.001766485,0.620944814,44.18809107,37.92949928,1,1,1,1,1,0,1,0,0,0,1
11.4523681,29.59948226,8.808572188,0.433818742,43.96585153,37.98798894,1,1,1,1,1,0,1,0,0,0,1
11.44080642,29.418161,8.991135545,0.565315288,44.02782009,37.81874177,1,1,1,1,1,0,1,0,0,0,1
11.56949903,29.56192645,8.755890435,0.500841128,44.07323256,37.93320882,1,1,1,1,1,0,1,0,0,0,1
11.40512706,29.46453472,8.848471695,0.684818604,43.90689211,38.06368197,1,1,1,1,1,0,1,0,0,0,1
11.45544594,29.23539317,8.902455995,0.783461749,44.14339936,38.05210084,1,1,1,1,1,0,1,0,0,0,1
11.52057902,29.39185263,8.765510535,0.693383838,43.97187478,38.06583234,1,1,1,1,1,0,1,0,0,0,1
11.65121425,29.3312443,8.840584837,0.658721165,44.03443304,37.86593906,1,1,1,1,1,0,1,0,0,0,1
11.50507238,29.3965411,8.864176068,0.331247237,43.9701136,37.75557223,1,1,1,1,1,0,1,0,0,0,1
11.44589065,29.26550459,8.775108129,0.452072231,44.08274871,37.91111999,1,1,1,1,1,0,1,0,0,0,1
11.37325254,29.12868902,8.994437286,0.534836176,44.02929177,37.9025539,1,1,1,1,1,0,1,0,0,0,1
11.46982456,29.16613955,8.733599072,0.706856794,44.1654389,38.15137731,1,1,1,1,1,0,1,0,0,0,1
11.18843736,29.29626676,8.715483604,0.65255312,44.03863676,37.96610583,1,1,1,1,1,0,1,0,0,0,1
11.35874695,29.09289282,8.985615318,0.633504584,43.89377733,37.91625661,1,1,1,1,1,0,1,0,0,0,1
11.51839706,29.12751273,8.820675829,0.70427237,44.05935955,38.01315196,1,1,1,1,1,0,1,0,0,0,1
11.35545371,29.02478296,8.909852751,0.600183749,43.90974709,37.95420851,1,1,1,1,1,0,1,0,0,0,1
11.07387558,29.05298462,8.778154425,0.478150352,44.04977858,38.18397304,1,1,1,1,1,0,1,0,0,0,1
11.383276,29.00182574,8.816572919,0.607971169,44.02268011,38.07661208,1,1,1,1,1,0,1,0,0,0,1
11.21705752,28.99542504,8.699104025,0.677491351,43.98093079,37.88650178,1,1,1,1,1,0,1,0,0,0,1
11.33896591,28.90683248,9.009245042,0.716675031,44.02489294,37.92685164,1,1,1,1,1,0,1,0,0,0,1
11.18676698,28.92383325,8.774848414,0.458910172,43.99077738,37.94061107,1,1,1,1,1,0,1,0,0,0,1
11.1805227,28.89963444,9.015765115,0.590052669,44.06439111,38.02976739,1,1,1,1,1,0,1,0,0,0,1
11.24443201,28.73710529,8.68594463,0.586737053,43.9142325,38.19695687,1,1,1,1,1,0,1,0,0,0,1
11.27964825,28.8587627,8.922582774,0.561006853,44.03125946,37.98358285,1,1,1,1,1,0,1,0,0,0,1
11.15346604,28.76229641,8.838164629,0.635023727,44.23898734,38.00041274,1,1,1,1,1,0,1,0,0,0,1
11.08400363,28.88470725,9.027170882,0.634174586,43.90429081,37.9625731,1,1,1,1,1,0,1,0,0,0,1
11.4046598,28.7885099,8.741286595,0.822002514,43.99061347,38.04568045,1,1,1,1,1,0,1,0,0,0,1
11.08160153,28.73657014,8.836676178,0.742396206,43.98784998,38.16447277,1,1,1,1,1,0,1,0,0,0,1
11.46410736,28.69127552,8.846517911,0.298784175,43.98380052,38.01171804,1,1,1,1,1,0,1,0,0,0,1
11.21449378,28.69233033,8.806497223,0.601972302,43.85922894,38.21376486,1,1,1,1,1,0,1,0,0,0,1
11.28677746,28.60428099,8.998799666,0.6924991,44.00198221,38.03746892,1,1,1,1,1,0,1,0,0,0,1
11.1607264,28.7339361,8.809160477,0.599616427,43.98181683,37.97305544,1,1,1,1,1,0,1,0,0,0,1
11.1667486,28.60125571,8.784061306,0.536305576,44.06090948,38.04947791,1,1,1,1,1,0,1,0,0,0,1
11.15604847,28.54523842,8.892379632,0.517091443,44.04600603,37.97111809,1,1,1,1,1,0,1,0,0,0,1
11.11618198,28.55404313,8.827592473,0.476906426,44.04574989,38.06715724,1,1,1,1,1,0,1,0,0,0,1
11.38510111,28.57737173,8.85076281,0.440551335,44.16558103,38.04135227,1,1,1,1,1,0,1,0,0,0,1
11.09947444,28.47388667,8.910987689,0.772183362,43.7396464,37.89968348,1,1,1,1,1,0,1,0,0,0,1
11.08474862,28.4048966,8.720694232,0.699727976,44.13484989,37.91436942,1,1,1,1,1,0,1,0,0,0,1
11.08144513,28.43952136,8.74638017,0.502816166,43.96402808,38.14574151,1,1,1,1,1,0,1,0,0,0,1
11.11206591,28.35535991,8.971040288,0.496131558,43.941651,37.86968182,1,1,1,1,1,0,1,0,0,0,1
11.06569958,28.55824769,8.829559725,0.505264751,43.97955853,37.96181012,1,1,1,1,1,0,1,0,0,0,1
11.12645511,28.23091912,8.906050598,0.545390654,43.97180455,37.83854409,1,1,1,1,1,0,1,0,0,0,1
10.93037509,28.38356911,8.769010285,0.489539251,43.71785341,37.94312068,1,1,1,1,1,0,1,0,0,0,1
11.03550318,28.49015825,8.848056323,0.546718029,43.82704286,38.06500564,1,1,1,1,1,0,1,0,0,0,1
11.01005447,28.2433181,8.846265936,0.744402675,43.8206542,37.84381386,1,1,1,1,1,0,1,0,0,0,1
10.98546094,28.24997351,8.850173744,0.606336431,44.16561435,38.0963344,1,1,1,1,1,0,1,0,0,0,1
11.080991,28.45076799,8.974327361,0.670338982,44.12278065,37.9761688,1,1,1,1,1,0,1,0,0,0,1
11.12959275,28.02979786,8.779267307,0.717910011,43.92052524,37.99664146,1,1,1,1,1,0,1,0,0,0,1
10.95583286,28.29760406,8.675861151,0.512019874,43.95932706,38.10483102,1,1,1,1,1,0,1,0,0,0,1
11.05969921,28.271733,8.798304531,0.492919327,44.03830091,37.94820943,1,1,1,1,1,0,1,0,0,0,1
10.8139385,28.0929367,8.910240999,0.428536121,43.90710995,37.89102222,1,1,1,1,1,0,1,0,0,0,1
