A,B,C,D,E,F,G,H,J,K,L,M,N,O,P,Q,CLASS
100.0437868,99.9039775,8.898372213,3.948959822,43.95670526,38.05352518,0,0,0,0,0,0,0,0,0,0,0
99.94866196,99.98664997,8.927178277,3.739913602,44.06361529,38.046221,0,0,0,0,0,0,0,0,0,0,0
99.97882507,99.95174382,8.779065618,3.784952636,43.86015612,38.06797914,0,0,0,0,0,0,0,0,0,0,0
100.0170911,100.1191271,8.763251314,3.686700362,44.16523283,37.94754242,0,0,0,0,0,0,0,0,0,0,0
100.1224518,100.0838468,8.699751888,3.734237128,43.71501384,37.98547125,0,0,0,0,0,0,0,0,0,0,0
99.83511348,99.95792039,8.814456361,3.684846243,44.00130937,37.85770879,0,0,0,0,0,0,0,0,0,0,0
99.95061886,99.95672909,8.860956748,3.779995979,44.16562288,37.8460593,0,0,0,0,0,0,0,0,0,0,0
99.91415844,99.88236703,8.662214078,3.72180822,43.88445072,37.88117948,0,0,0,0,0,0,0,0,0,0,0
99.89864183,99.90174614,8.768110251,3.752998696,43.94521527,37.95060634,0,0,0,0,0,0,0,0,0,0,0
99.85175266,99.94778135,8.819101281,3.805396631,44.03269483,38.06081857,0,0,0,0,0,0,0,0,0,0,0
100.0516496,99.91698396,8.92835166,3.587681372,44.1110393,37.89238086,0,0,0,0,0,0,0,0,0,0,0
100.2435696,99.89603805,8.874130427,3.894817398,44.11185774,37.9451979,0,0,0,0,0,0,0,0,0,0,0
99.97111757,100.0182131,8.874124348,4.001881568,44.02418099,38.1634402,0,0,0,0,0,0,0,0,0,0,0
100.0717162,99.91582153,8.853360267,3.7854388,44.20995789,38.02281111,0,0,0,0,0,0,0,0,0,0,0
100.3052596,99.92896516,9.031581428,3.697654516,43.98879244,38.07977582,0,0,0,0,0,0,0,0,0,0,0
99.97377807,99.94766479,8.958098478,3.843398878,43.94786368,38.15131958,0,0,0,0,0,0,0,0,0,0,0
99.97183322,100.0432322,8.823739452,3.77740249,44.12475232,38.07508191,0,0,0,0,0,0,0,0,0,0,0
100.0230823,99.99427426,8.842983873,3.778469172,43.97093028,38.07018262,0,0,0,0,0,0,0,0,0,0,0
100.055839,99.99376679,8.886627062,3.893564912,43.99451184,37.98036027,0,0,0,0,0,0,0,0,0,0,0
100.0391032,100.2238385,8.848025875,3.757666121,44.10709227,38.04335378,0,0,0,0,0,0,0,0,0,0,0
99.97720734,100.0538255,8.880365767,3.826642211,43.83234657,38.0496354,0,0,0,0,0,0,0,0,0,0,0
100.067357,100.0015305,8.782380278,3.765877134,43.96734867,38.02837976,0,0,0,0,0,0,0,0,0,0,0
100.0392036,99.90354741,8.673836863,3.799845394,44.10077672,38.20213108,0,0,0,0,0,0,0,0,0,0,0
99.9735143,100.0373006,8.839436429,3.753333275,43.92125369,38.00114184,0,0,0,0,0,0,0,0,0,0,0
100.116771,100.1193317,9.026811011,3.761550023,44.03793407,37.99569277,0,0,0,0,0,0,0,0,0,0,0
100.1087171,99.97065762,8.890071859,3.687786549,43.99317793,37.92322904,0,0,0,0,0,0,0,0,0,0,0
99.86855894,100.0257593,8.833635395,3.82320768,44.00936981,38.04567842,0,0,0,0,0,0,0,0,0,0,0
100.0136262,100.0582901,8.742710527,3.743630686,43.76317157,38.18005211,0,0,0,0,0,0,0,0,0,0,0
99.77383124,99.95599781,8.753104413,3.753568779,44.0970446,37.91292535,0,0,0,0,0,0,0,0,0,0,0
100.0033718,100.150049,8.85900552,3.904482285,43.86861413,37.98639653,0,0,0,0,0,0,0,0,0,0,0
100.0294777,100.0353567,8.987325237,3.794475722,43.96127921,38.0238627,0,0,0,0,0,0,0,0,0,0,0
100.0187594,100.0554327,8.851044756,3.93073215,44.08194657,37.82569261,0,0,0,0,0,0,0,0,0,0,0
99.80850623,99.98072457,8.774848391,3.83680899,44.06109402,38.05706397,0,0,0,0,0,0,0,0,0,0,0
100.0376886,99.85685305,8.734532661,3.784414145,44.1975884,38.03875835,0,0,0,0,0,0,0,0,0,0,0
100.0457577,99.8673247,8.92879266,3.868264347,44.0984075,38.0661092,0,0,0,0,0,0,0,0,0,0,0
99.94001921,100.0751806,8.798852901,3.680108967,44.10790126,37.86336194,0,0,0,0,0,0,0,0,0,0,0
99.99773346,100.0135043,8.883808384,3.794473684,44.0959948,37.9727927,0,0,0,0,0,0,0,0,0,0,0
99.93223144,100.0785939,8.886601753,3.592501066,43.90285467,38.01403915,0,0,0,0,0,0,0,0,0,0,0
99.8597892,100.1619894,8.916715725,3.758857116,43.93690783,37.89328735,0,0,0,0,0,0,0,0,0,0,0
100.0657063,100.0765796,8.813092167,3.971219123,44.01987235,37.80748033,0,0,0,0,0,0,0,0,0,0,0
99.95115818,99.86088025,8.975383938,3.761760651,44.04353211,38.09932346,0,0,0,0,0,0,0,0,0,0,0
100.0740045,99.95504337,8.690774221,3.917246748,43.90562618,38.02983272,0,0,0,0,0,0,0,0,0,0,0
99.9691796,99.94116955,8.776239977,3.767965742,43.95366123,37.99790748,0,0,0,0,0,0,0,0,0,0,0
99.94254373,100.1397644,8.976968127,3.787511077,44.06503175,38.1060236,0,0,0,0,0,0,0,0,0,0,0
99.97967064,99.89777831,8.855592432,3.707624672,44.12491549,38.00835758,0,0,0,0,0,0,0,0,0,0,0
99.91752276,99.92487375,8.930092538,3.692939173,43.89934538,38.05324641,0,0,0,0,0,0,0,0,0,0,0
99.96451952,99.96881008,9.08007563,3.900966621,44.09233145,37.92673851,0,0,0,0,0,0,0,0,0,0,0
100.0896279,99.9310258,8.751947062,3.651031307,43.85328287,38.07750751,0,0,0,0,0,0,0,0,0,0,0
99.96562242,99.81027917,8.828246297,3.808807837,43.98262146,37.99439498,0,0,0,0,0,0,0,0,0,0,0
100.0332999,100.1312494,8.871847772,3.84624581,43.8604932,37.86013231,0,0,0,0,0,0,0,0,0,0,0
99.91769517,100.0893878,8.814588696,3.53786959,44.17050049,37.89403751,0,0,0,0,0,0,0,0,0,0,0
100.0222365,99.99690444,8.77296726,3.822467604,44.00005754,37.97635292,0,0,0,0,0,0,0,0,0,0,0
99.98047759,99.98250154,8.914364669,3.789897442,43.86094458,38.06065197,0,0,0,0,0,0,0,0,0,0,0
100.170283,99.89981026,9.004170847,3.905511374,43.78273898,38.11567883,0,0,0,0,0,0,0,0,0,0,0
100.0841313,100.0326819,8.791088413,3.816196036,43.99543485,38.14872826,0,0,0,0,0,0,0,0,0,0,0
100.040569,99.96283239,8.791880761,3.647094338,44.20291002,38.09442149,0,0,0,0,0,0,0,0,0,0,0
99.99674642,100.0258193,8.937305678,3.950179762,43.89844715,38.16231578,0,0,0,0,0,0,0,0,0,0,0
100.0300434,100.0118289,9.001566123,3.623661242,43.97672319,37.85375173,0,0,0,0,0,0,0,0,0,0,0
99.95336482,99.86448758,8.712434502,3.643897651,43.99446344,38.11238003,0,0,0,0,0,0,0,0,0,0,0
100.1166554,100.0805736,8.694425712,3.71735626,43.99795403,38.0233579,0,0,0,0,0,0,0,0,0,0,0
