0,100,100.06,8.86,3.8,44,38,0,0,0,0,0,0,0,0,0,0,0
1,100,99.76,8.86,3.8,44,38,0,0,0,0,0,0,0,0,0,0,0
2,100,99.99,8.86,3.8,44,38,0,0,0,0,0,0,0,0,0,0,0
3,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
4,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
5,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
6,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
7,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
8,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
9,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
10,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
11,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
12,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
13,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
14,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
15,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
16,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
17,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
18,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
19,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
20,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
21,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
22,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
23,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
24,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
25,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
26,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
27,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
28,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
29,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
30,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
31,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
32,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
33,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
34,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
35,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
36,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
37,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
38,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
39,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
40,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
41,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
42,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
43,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
44,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
45,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
46,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
47,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
48,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
49,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
50,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
51,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
52,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
53,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
54,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
55,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
56,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
57,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
58,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
59,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
60,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
61,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
62,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
63,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
64,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
65,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
66,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
67,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
68,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
69,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
70,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
71,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
72,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
73,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
74,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
75,100,100,8.86,3.79,44,38,0,0,0,0,0,0,0,0,0,0,0
